Sector 1,Sector 2,Similarity Score
Information Technology Sector,Capital Goods & Manufacturing,65.43143120654416
Capital Goods & Manufacturing,Information Technology Sector,65.43143120654416
Life Sciences,Retail,65.422319692301
Retail,Life Sciences,65.422319692301
Logistics,Iron and Steel,65.42196317133734
Iron and Steel,Logistics,65.42196317133734
Iron and Steel,Life Sciences,65.41625141711872
Life Sciences,Iron and Steel,65.41625141711872
Information Technology Sector,Tourism & Hospitality,65.3739348506525
Tourism & Hospitality,Information Technology Sector,65.3739348506525
Agriculture,Domestic Workers,65.37278872881613
Domestic Workers,Agriculture,65.37278872881613
Capital Goods & Manufacturing,Construction,65.36840371997357
Construction,Capital Goods & Manufacturing,65.36840371997357
Healthcare,Food Processing,65.36234462871595
Food Processing,Healthcare,65.36234462871595
"Water Supply, Sewerage, Waste Management & Remediation activities",Infrastructure Equipment,65.35721763261519
Infrastructure Equipment,"Water Supply, Sewerage, Waste Management & Remediation activities",65.35721763261519
Wood & Carpentry,Media & Entertainment,65.32152453113687
Media & Entertainment,Wood & Carpentry,65.32152453113687
Automotive,Healthcare,65.32075943458312
Healthcare,Automotive,65.32075943458312
Domestic Workers,Infrastructure Equipment,65.30941561434915
Infrastructure Equipment,Domestic Workers,65.30941561434915
Agriculture,Furniture & Fittings,65.3094122435565
Furniture & Fittings,Agriculture,65.3094122435565
Agriculture,Infrastructure Equipment,65.30862421506194
Infrastructure Equipment,Agriculture,65.30862421506194
PwD,Infrastructure Equipment,65.3032361633927
Infrastructure Equipment,PwD,65.3032361633927
Plumbing,Iron and Steel,65.30187715904427
Iron and Steel,Plumbing,65.30187715904427
Infrastructure Equipment,Automotive,65.29622134327643
Automotive,Infrastructure Equipment,65.29622134327643
Tourism & Hospitality,Iron and Steel,65.29145167428463
Iron and Steel,Tourism & Hospitality,65.29145167428463
Food Processing,Rubber,65.28517841853007
Rubber,Food Processing,65.28517841853007
"Education, Training & Research",Leather,65.27778834743297
Leather,"Education, Training & Research",65.27778834743297
Furniture & Fittings,Life Sciences,65.25677982738287
Life Sciences,Furniture & Fittings,65.25677982738287
Power,Wood & Carpentry,65.25001129061519
Wood & Carpentry,Power,65.25001129061519
Green Jobs,Wood & Carpentry,65.2394385986737
Wood & Carpentry,Green Jobs,65.2394385986737
Instrumentation,Green Jobs,65.22386158965594
Green Jobs,Instrumentation,65.22386158965594
Logistics,Information Technology Sector,65.20338145450036
Information Technology Sector,Logistics,65.20338145450036
Plumbing,Domestic Workers,65.1740447435526
Domestic Workers,Plumbing,65.1740447435526
Capital Goods & Manufacturing,BFSI,65.16064187855443
BFSI,Capital Goods & Manufacturing,65.16064187855443
Telecom,Leather,65.15453029071558
Leather,Telecom,65.15453029071558
"Water Supply, Sewerage, Waste Management & Remediation activities",Logistics,65.1028075219639
Logistics,"Water Supply, Sewerage, Waste Management & Remediation activities",65.1028075219639
Mining,Construction,65.09851418115136
Construction,Mining,65.09851418115136
Construction,"Water Supply, Sewerage, Waste Management & Remediation activities",65.092704172225
"Water Supply, Sewerage, Waste Management & Remediation activities",Construction,65.092704172225
Green Jobs,Automotive,65.07414441770067
Automotive,Green Jobs,65.07414441770067
Construction,Infrastructure Equipment,65.06421726285738
Infrastructure Equipment,Construction,65.06421726285738
Furniture & Fittings,Automotive,65.05031908239783
Automotive,Furniture & Fittings,65.05031908239783
Apparel,BFSI,65.03654215521482
BFSI,Apparel,65.03654215521482
Food Processing,"Water Supply, Sewerage, Waste Management & Remediation activities",64.98058694306121
"Water Supply, Sewerage, Waste Management & Remediation activities",Food Processing,64.98058694306121
Healthcare,Green Jobs,64.9754324357175
Green Jobs,Healthcare,64.9754324357175
Wood & Carpentry,Electronics,64.91182904712758
Electronics,Wood & Carpentry,64.91182904712758
Instrumentation,PwD,64.91093596421415
PwD,Instrumentation,64.91093596421415
PwD,Agriculture,64.85042044150765
Agriculture,PwD,64.85042044150765
Tourism & Hospitality,Hydrocarbon,64.83828480321402
Hydrocarbon,Tourism & Hospitality,64.83828480321402
Agriculture,"Education, Training & Research",64.81962931420891
"Education, Training & Research",Agriculture,64.81962931420891
Leather,Life Sciences,64.81865031112358
Life Sciences,Leather,64.81865031112358
Retail,Management,64.81511517333745
Management,Retail,64.81511517333745
Iron and Steel,Instrumentation,64.7845116107511
Instrumentation,Iron and Steel,64.7845116107511
Construction,Iron and Steel,64.7811360787358
Iron and Steel,Construction,64.7811360787358
Cross Sectoral,Telecom,64.77865055292503
Telecom,Cross Sectoral,64.77865055292503
Apparel,Plumbing,64.77715338726159
Plumbing,Apparel,64.77715338726159
Wood & Carpentry,Cross Sectoral,64.75897421551247
Cross Sectoral,Wood & Carpentry,64.75897421551247
"Education, Training & Research","Water Supply, Sewerage, Waste Management & Remediation activities",64.74442898433067
"Water Supply, Sewerage, Waste Management & Remediation activities","Education, Training & Research",64.74442898433067
BFSI,Power,64.7190001757589
Power,BFSI,64.7190001757589
Iron and Steel,Agriculture,64.71434755480205
Agriculture,Iron and Steel,64.71434755480205
Electronics,Power,64.70336890389345
Power,Electronics,64.70336890389345
Life Sciences,Instrumentation,64.69881692695348
Instrumentation,Life Sciences,64.69881692695348
Furniture & Fittings,Tourism & Hospitality,64.67919423278464
Tourism & Hospitality,Furniture & Fittings,64.67919423278464
Hydrocarbon,Wood & Carpentry,64.65776925575081
Wood & Carpentry,Hydrocarbon,64.65776925575081
IT-ITeS,Information Technology Sector,64.65718640485179
Information Technology Sector,IT-ITeS,64.65718640485179
Mining,Wood & Carpentry,64.63402165759688
Wood & Carpentry,Mining,64.63402165759688
Handicrafts and Carpet,Agriculture,64.616581572213
Agriculture,Handicrafts and Carpet,64.616581572213
Construction,Domestic Workers,64.59308934757249
Domestic Workers,Construction,64.59308934757249
Retail,Power,64.57618472716996
Power,Retail,64.57618472716996
Handicrafts and Carpet,Domestic Workers,64.56686943929994
Domestic Workers,Handicrafts and Carpet,64.56686943929994
Tourism & Hospitality,"Water Supply, Sewerage, Waste Management & Remediation activities",64.56151434390212
"Water Supply, Sewerage, Waste Management & Remediation activities",Tourism & Hospitality,64.56151434390212
Healthcare,Information Technology Sector,64.54037540526683
Information Technology Sector,Healthcare,64.54037540526683
Green Jobs,Tourism & Hospitality,64.53527092279728
Tourism & Hospitality,Green Jobs,64.53527092279728
Information Technology Sector,Apparel,64.53112604481704
Apparel,Information Technology Sector,64.53112604481704
Telecom,Management,64.52912160347076
Management,Telecom,64.52912160347076
Handicrafts and Carpet,Capital Goods & Manufacturing,64.52353195405232
Capital Goods & Manufacturing,Handicrafts and Carpet,64.52353195405232
Capital Goods & Manufacturing,Management,64.49149122666059
Management,Capital Goods & Manufacturing,64.49149122666059
Rubber,Leather,64.47997849029558
Leather,Rubber,64.47997849029558
Power,Rubber,64.47923101402726
Rubber,Power,64.47923101402726
Automotive,Instrumentation,64.47837651023846
Instrumentation,Automotive,64.47837651023846
Instrumentation,Domestic Workers,64.45783684599616
Domestic Workers,Instrumentation,64.45783684599616
Capital Goods,Capital Goods & Manufacturing,64.45701612942436
Capital Goods & Manufacturing,Capital Goods,64.45701612942436
Management,Life Sciences,64.4376974259639
Life Sciences,Management,64.4376974259639
Sports,Infrastructure Equipment,64.43167042495025
Infrastructure Equipment,Sports,64.43167042495025
Wood & Carpentry,Handicrafts and Carpet,64.42526378454137
Handicrafts and Carpet,Wood & Carpentry,64.42526378454137
Handicrafts and Carpet,Infrastructure Equipment,64.41716137884775
Infrastructure Equipment,Handicrafts and Carpet,64.41716137884775
Logistics,Leather,64.41053540439256
Leather,Logistics,64.41053540439256
Life Sciences,Information Technology Sector,64.3993420068583
Information Technology Sector,Life Sciences,64.3993420068583
Plumbing,PwD,64.39701561390888
PwD,Plumbing,64.39701561390888
Hydrocarbon,Healthcare,64.38858402199173
Healthcare,Hydrocarbon,64.38858402199173
Cross Sectoral,Apparel,64.38414970078428
Apparel,Cross Sectoral,64.38414970078428
Agriculture,Capital Goods & Manufacturing,64.37079489611213
Capital Goods & Manufacturing,Agriculture,64.37079489611213
Logistics,Cross Sectoral,64.36860366481908
Cross Sectoral,Logistics,64.36860366481908
Infrastructure Equipment,Logistics,64.36077169029029
Logistics,Infrastructure Equipment,64.36077169029029
Apparel,Rubber,64.35853106378629
Rubber,Apparel,64.35853106378629
Construction,PwD,64.35590276434466
PwD,Construction,64.35590276434466
Leather,Retail,64.34946140335848
Retail,Leather,64.34946140335848
"Education, Training & Research",Construction,64.33614418905518
Construction,"Education, Training & Research",64.33614418905518
Management,Healthcare,64.33197058830805
Healthcare,Management,64.33197058830805
Management,Logistics,64.32514919480029
Logistics,Management,64.32514919480029
Retail,Green Jobs,64.3241295452671
Green Jobs,Retail,64.3241295452671
Logistics,Agriculture,64.32397832122454
Agriculture,Logistics,64.32397832122454
Agriculture,"Water Supply, Sewerage, Waste Management & Remediation activities",64.32336461753145
"Water Supply, Sewerage, Waste Management & Remediation activities",Agriculture,64.32336461753145
Plumbing,Furniture & Fittings,64.31102546906617
Furniture & Fittings,Plumbing,64.31102546906617
Aerospace and Aviation,Power,64.30983736053976
Power,Aerospace and Aviation,64.30983736053976
Capital Goods & Manufacturing,Plumbing,64.27720869576977
Plumbing,Capital Goods & Manufacturing,64.27720869576977
Leather,Healthcare,64.26945575998501
Healthcare,Leather,64.26945575998501
Wood & Carpentry,IT-ITeS,64.2693888906399
IT-ITeS,Wood & Carpentry,64.2693888906399
Infrastructure Equipment,Rubber,64.26608226514792
Rubber,Infrastructure Equipment,64.26608226514792
Green Jobs,Construction,64.25562447810232
Construction,Green Jobs,64.25562447810232
Food Processing,Construction,64.25259356585782
Construction,Food Processing,64.25259356585782
Handicrafts and Carpet,Iron and Steel,64.24826805548692
Iron and Steel,Handicrafts and Carpet,64.24826805548692
Plumbing,Sports,64.24500963810364
Sports,Plumbing,64.24500963810364
Power,Handicrafts and Carpet,64.22015953128422
Handicrafts and Carpet,Power,64.22015953128422
Healthcare,Furniture & Fittings,64.20846760279768
Furniture & Fittings,Healthcare,64.20846760279768
Electronics,Apparel,64.20818561776015
Apparel,Electronics,64.20818561776015
PwD,Electronics,64.20649062016568
Electronics,PwD,64.20649062016568
Handicrafts and Carpet,PwD,64.20022801876578
PwD,Handicrafts and Carpet,64.20022801876578
Cross Sectoral,Iron and Steel,64.179819977669
Iron and Steel,Cross Sectoral,64.179819977669
Hydrocarbon,Furniture & Fittings,64.17880699461516
Furniture & Fittings,Hydrocarbon,64.17880699461516
Capital Goods & Manufacturing,Electronics,64.14870645210274
Electronics,Capital Goods & Manufacturing,64.14870645210274
Retail,Automotive,64.13770039976464
Automotive,Retail,64.13770039976464
Aerospace and Aviation,Apparel,64.1253497527886
Apparel,Aerospace and Aviation,64.1253497527886
Iron and Steel,Healthcare,64.11347933546816
Healthcare,Iron and Steel,64.11347933546816
Cross Sectoral,Automotive,64.08262696666424
Automotive,Cross Sectoral,64.08262696666424
Tourism & Hospitality,Infrastructure Equipment,64.07448482789516
Infrastructure Equipment,Tourism & Hospitality,64.07448482789516
Mining,Handicrafts and Carpet,64.06423265741117
Handicrafts and Carpet,Mining,64.06423265741117
Electronics,Instrumentation,64.06413378348303
Instrumentation,Electronics,64.06413378348303
Leather,Construction,64.03371042028417
Construction,Leather,64.03371042028417
Handicrafts and Carpet,Green Jobs,64.03030006986654
Green Jobs,Handicrafts and Carpet,64.03030006986654
Cross Sectoral,Sports,64.02861913219873
Sports,Cross Sectoral,64.02861913219873
Hydrocarbon,Leather,64.02409501084114
Leather,Hydrocarbon,64.02409501084114
Management,Tourism & Hospitality,64.01924041283152
Tourism & Hospitality,Management,64.01924041283152
Leather,Instrumentation,64.0124836858143
Instrumentation,Leather,64.0124836858143
IT-ITeS,Telecom,63.96564774439273
Telecom,IT-ITeS,63.96564774439273
Furniture & Fittings,Instrumentation,63.95136982007096
Instrumentation,Furniture & Fittings,63.95136982007096
Green Jobs,Information Technology Sector,63.9451982451098
Information Technology Sector,Green Jobs,63.9451982451098
Rubber,Mining,63.91741234895597
Mining,Rubber,63.91741234895597
Instrumentation,Logistics,63.89495233503069
Logistics,Instrumentation,63.89495233503069
Plumbing,Logistics,63.89136850231467
Logistics,Plumbing,63.89136850231467
Mining,Retail,63.8888336574178
Retail,Mining,63.8888336574178
Electronics,Information Technology Sector,63.85414164222789
Information Technology Sector,Electronics,63.85414164222789
Sports,Agriculture,63.83926841000223
Agriculture,Sports,63.83926841000223
Construction,Cross Sectoral,63.83773809578812
Cross Sectoral,Construction,63.83773809578812
Instrumentation,"Education, Training & Research",63.795034173342586
"Education, Training & Research",Instrumentation,63.795034173342586
Instrumentation,Sports,63.77960093401743
Sports,Instrumentation,63.77960093401743
Sports,Electronics,63.773496007815076
Electronics,Sports,63.773496007815076
Retail,Furniture & Fittings,63.73985239143295
Furniture & Fittings,Retail,63.73985239143295
Wood & Carpentry,Construction,63.737643097921634
Construction,Wood & Carpentry,63.737643097921634
Life Sciences,Agriculture,63.7332890999833
Agriculture,Life Sciences,63.7332890999833
Green Jobs,Electronics,63.727905605226525
Electronics,Green Jobs,63.727905605226525
"Education, Training & Research",Handicrafts and Carpet,63.725496370835664
Handicrafts and Carpet,"Education, Training & Research",63.725496370835664
Wood & Carpentry,Food Processing,63.716024091342156
Food Processing,Wood & Carpentry,63.716024091342156
Plumbing,Agriculture,63.70338515702336
Agriculture,Plumbing,63.70338515702336
Aerospace and Aviation,Mining,63.70334627126425
Mining,Aerospace and Aviation,63.70334627126425
Cross Sectoral,Green Jobs,63.67823498284873
Green Jobs,Cross Sectoral,63.67823498284873
Sports,Media & Entertainment,63.66821881574573
Media & Entertainment,Sports,63.66821881574573
Agriculture,Telecom,63.66307277512437
Telecom,Agriculture,63.66307277512437
Wood & Carpentry,Instrumentation,63.66170497754062
Instrumentation,Wood & Carpentry,63.66170497754062
Construction,Telecom,63.64674508694899
Telecom,Construction,63.64674508694899
Rubber,Iron and Steel,63.64321700983568
Iron and Steel,Rubber,63.64321700983568
Tourism & Hospitality,Handicrafts and Carpet,63.63220336908214
Handicrafts and Carpet,Tourism & Hospitality,63.63220336908214
Cross Sectoral,Healthcare,63.605935087225305
Healthcare,Cross Sectoral,63.605935087225305
Hydrocarbon,Agriculture,63.592444986477815
Agriculture,Hydrocarbon,63.592444986477815
Construction,Plumbing,63.57125602645581
Plumbing,Construction,63.57125602645581
Food Processing,Retail,63.53359304723011
Retail,Food Processing,63.53359304723011
Domestic Workers,Electronics,63.51525927103544
Electronics,Domestic Workers,63.51525927103544
BFSI,Automotive,63.50775066930675
Automotive,BFSI,63.50775066930675
Furniture & Fittings,BFSI,63.486552243704736
BFSI,Furniture & Fittings,63.486552243704736
Automotive,Plumbing,63.48115752492576
Plumbing,Automotive,63.48115752492576
Construction,Sports,63.4649397092802
Sports,Construction,63.4649397092802
Food Processing,Cross Sectoral,63.45341073892171
Cross Sectoral,Food Processing,63.45341073892171
Cross Sectoral,Furniture & Fittings,63.44258391336357
Furniture & Fittings,Cross Sectoral,63.44258391336357
Aerospace and Aviation,PwD,63.422469666251274
PwD,Aerospace and Aviation,63.422469666251274
Aerospace and Aviation,Capital Goods & Manufacturing,63.418681380325026
Capital Goods & Manufacturing,Aerospace and Aviation,63.418681380325026
Information Technology Sector,Power,63.41773226852817
Power,Information Technology Sector,63.41773226852817
Construction,Agriculture,63.41519774860813
Agriculture,Construction,63.41519774860813
Instrumentation,Tourism & Hospitality,63.41081949922271
Tourism & Hospitality,Instrumentation,63.41081949922271
Information Technology Sector,Instrumentation,63.38286540893103
Instrumentation,Information Technology Sector,63.38286540893103
Plumbing,Leather,63.36061654492611
Leather,Plumbing,63.36061654492611
Healthcare,Agriculture,63.320755367042445
Agriculture,Healthcare,63.320755367042445
"Water Supply, Sewerage, Waste Management & Remediation activities",Instrumentation,63.31793230955987
Instrumentation,"Water Supply, Sewerage, Waste Management & Remediation activities",63.31793230955987
Life Sciences,Infrastructure Equipment,63.30917688849079
Infrastructure Equipment,Life Sciences,63.30917688849079
Iron and Steel,Retail,63.276527091223855
Retail,Iron and Steel,63.276527091223855
Instrumentation,BFSI,63.25295318007738
BFSI,Instrumentation,63.25295318007738
Information Technology Sector,Furniture & Fittings,63.242409846623175
Furniture & Fittings,Information Technology Sector,63.242409846623175
Plumbing,Life Sciences,63.21667174964019
Life Sciences,Plumbing,63.21667174964019
Rubber,Agriculture,63.211517007561724
Agriculture,Rubber,63.211517007561724
Tourism & Hospitality,Electronics,63.211388762964496
Electronics,Tourism & Hospitality,63.211388762964496
Tourism & Hospitality,Construction,63.206694423535765
Construction,Tourism & Hospitality,63.206694423535765
Automotive,Construction,63.18625289534538
Construction,Automotive,63.18625289534538
Management,Power,63.17634921586654
Power,Management,63.17634921586654
Electronics,Life Sciences,63.175851519589976
Life Sciences,Electronics,63.175851519589976
Construction,Handicrafts and Carpet,63.17027596381288
Handicrafts and Carpet,Construction,63.17027596381288
Automotive,Agriculture,63.15784829633127
Agriculture,Automotive,63.15784829633127
Hydrocarbon,Construction,63.15176879887794
Construction,Hydrocarbon,63.15176879887794
Mining,BFSI,63.13613194337304
BFSI,Mining,63.13613194337304
Electronics,Retail,63.12017452301271
Retail,Electronics,63.12017452301271
Sports,Handicrafts and Carpet,63.11931304455801
Handicrafts and Carpet,Sports,63.11931304455801
Information Technology Sector,Automotive,63.11860741403456
Automotive,Information Technology Sector,63.11860741403456
Agriculture,Tourism & Hospitality,63.0892354541489
Tourism & Hospitality,Agriculture,63.0892354541489
"Education, Training & Research",Electronics,63.087529932391924
Electronics,"Education, Training & Research",63.087529932391924
Automotive,Electronics,63.059221778342476
Electronics,Automotive,63.059221778342476
Domestic Workers,Aerospace and Aviation,63.05566005650542
Aerospace and Aviation,Domestic Workers,63.05566005650542
Food Processing,Electronics,63.04101106464274
Electronics,Food Processing,63.04101106464274
Plumbing,Cross Sectoral,63.03995836810315
Cross Sectoral,Plumbing,63.03995836810315
Food Processing,Aerospace and Aviation,63.03844473000182
Aerospace and Aviation,Food Processing,63.03844473000182
Tourism & Hospitality,Plumbing,63.00578867917805
Plumbing,Tourism & Hospitality,63.00578867917805
Green Jobs,Rubber,62.998178551631156
Rubber,Green Jobs,62.998178551631156
Plumbing,"Education, Training & Research",62.98241488592243
"Education, Training & Research",Plumbing,62.98241488592243
Management,Apparel,62.97773390408092
Apparel,Management,62.97773390408092
Instrumentation,Healthcare,62.96015391271202
Healthcare,Instrumentation,62.96015391271202
Mining,Electronics,62.956026979702
Electronics,Mining,62.956026979702
IT-ITeS,Life Sciences,62.941712159806094
Life Sciences,IT-ITeS,62.941712159806094
Construction,Life Sciences,62.94135154153927
Life Sciences,Construction,62.94135154153927
PwD,Media & Entertainment,62.92884390669508
Media & Entertainment,PwD,62.92884390669508
"Education, Training & Research",Media & Entertainment,62.928625502862
Media & Entertainment,"Education, Training & Research",62.928625502862
Hydrocarbon,Retail,62.90503872213392
Retail,Hydrocarbon,62.90503872213392
IT-ITeS,"Education, Training & Research",62.88920543834939
"Education, Training & Research",IT-ITeS,62.88920543834939
Retail,Media & Entertainment,62.88032551125168
Media & Entertainment,Retail,62.88032551125168
Plumbing,Healthcare,62.85245733059985
Healthcare,Plumbing,62.85245733059985
Construction,Healthcare,62.84886805750206
Healthcare,Construction,62.84886805750206
Aerospace and Aviation,Infrastructure Equipment,62.84256182145014
Infrastructure Equipment,Aerospace and Aviation,62.84256182145014
Aerospace and Aviation,"Education, Training & Research",62.8281222490656
"Education, Training & Research",Aerospace and Aviation,62.8281222490656
"Education, Training & Research",Infrastructure Equipment,62.81690248866882
Infrastructure Equipment,"Education, Training & Research",62.81690248866882
Telecom,Aerospace and Aviation,62.81658171726259
Aerospace and Aviation,Telecom,62.81658171726259
Logistics,IT-ITeS,62.76704834416231
IT-ITeS,Logistics,62.76704834416231
Tourism & Hospitality,Aerospace and Aviation,62.73634919696645
Aerospace and Aviation,Tourism & Hospitality,62.73634919696645
Food Processing,BFSI,62.73543340167886
BFSI,Food Processing,62.73543340167886
Management,Furniture & Fittings,62.73399257368198
Furniture & Fittings,Management,62.73399257368198
Iron and Steel,Electronics,62.728057062604606
Electronics,Iron and Steel,62.728057062604606
Infrastructure Equipment,Healthcare,62.711472948617846
Healthcare,Infrastructure Equipment,62.711472948617846
BFSI,Hydrocarbon,62.710433332798445
Hydrocarbon,BFSI,62.710433332798445
IT-ITeS,BFSI,62.696360184164114
BFSI,IT-ITeS,62.696360184164114
Construction,Logistics,62.67675891090185
Logistics,Construction,62.67675891090185
Plumbing,Wood & Carpentry,62.66872926008287
Wood & Carpentry,Plumbing,62.66872926008287
Rubber,Handicrafts and Carpet,62.66474767938961
Handicrafts and Carpet,Rubber,62.66474767938961
Information Technology Sector,Food Processing,62.63010567458018
Food Processing,Information Technology Sector,62.63010567458018
IT-ITeS,Capital Goods & Manufacturing,62.61394674392899
Capital Goods & Manufacturing,IT-ITeS,62.61394674392899
IT-ITeS,Sports,62.60319651641771
Sports,IT-ITeS,62.60319651641771
Furniture & Fittings,Rubber,62.589280309365826
Rubber,Furniture & Fittings,62.589280309365826
Aerospace and Aviation,Wood & Carpentry,62.57578500811171
Wood & Carpentry,Aerospace and Aviation,62.57578500811171
Media & Entertainment,Domestic Workers,62.566513718060214
Domestic Workers,Media & Entertainment,62.566513718060214
Furniture & Fittings,Electronics,62.547447512317106
Electronics,Furniture & Fittings,62.547447512317106
Electronics,Logistics,62.53166926556278
Logistics,Electronics,62.53166926556278
Aerospace and Aviation,"Water Supply, Sewerage, Waste Management & Remediation activities",62.519477188936214
"Water Supply, Sewerage, Waste Management & Remediation activities",Aerospace and Aviation,62.519477188936214
Rubber,Capital Goods & Manufacturing,62.50986070649606
Capital Goods & Manufacturing,Rubber,62.50986070649606
Handicrafts and Carpet,Retail,62.50149424937625
Retail,Handicrafts and Carpet,62.50149424937625
Beauty & Wellness,Beauty & Wellness,62.46486147283036
Aerospace and Aviation,Logistics,62.46372038775151
Logistics,Aerospace and Aviation,62.46372038775151
Textile,Leather,62.45614526041548
Leather,Textile,62.45614526041548
"Water Supply, Sewerage, Waste Management & Remediation activities",Leather,62.4384237202036
Leather,"Water Supply, Sewerage, Waste Management & Remediation activities",62.4384237202036
Sports,Aerospace and Aviation,62.433664887162045
Aerospace and Aviation,Sports,62.433664887162045
Capital Goods,Power,62.42480533932917
Power,Capital Goods,62.42480533932917
Management,IT-ITeS,62.418688747795244
IT-ITeS,Management,62.418688747795244
Mining,Management,62.388603487187765
Management,Mining,62.388603487187765
Cross Sectoral,Tourism & Hospitality,62.38568058904473
Tourism & Hospitality,Cross Sectoral,62.38568058904473
Infrastructure Equipment,Electronics,62.383271383812705
Electronics,Infrastructure Equipment,62.383271383812705
Management,Automotive,62.381100006527575
Automotive,Management,62.381100006527575
Life Sciences,Aerospace and Aviation,62.38038177973897
Aerospace and Aviation,Life Sciences,62.38038177973897
Telecom,Handicrafts and Carpet,62.34196885259977
Handicrafts and Carpet,Telecom,62.34196885259977
Healthcare,Handicrafts and Carpet,62.33404665522354
Handicrafts and Carpet,Healthcare,62.33404665522354
Furniture & Fittings,Capital Goods,62.32410450896468
Capital Goods,Furniture & Fittings,62.32410450896468
Agriculture,Instrumentation,62.315699177933396
Instrumentation,Agriculture,62.315699177933396
Cross Sectoral,Information Technology Sector,62.294145915558346
Information Technology Sector,Cross Sectoral,62.294145915558346
IT-ITeS,PwD,62.28271057496521
PwD,IT-ITeS,62.28271057496521
Leather,Electronics,62.282196663919386
Electronics,Leather,62.282196663919386
Aerospace and Aviation,Furniture & Fittings,62.27281311871689
Furniture & Fittings,Aerospace and Aviation,62.27281311871689
Green Jobs,BFSI,62.25499106630997
BFSI,Green Jobs,62.25499106630997
Automotive,Handicrafts and Carpet,62.25387885822121
Handicrafts and Carpet,Automotive,62.25387885822121
Management,Green Jobs,62.25109964358175
Green Jobs,Management,62.25109964358175
Retail,Instrumentation,62.21135985096233
Instrumentation,Retail,62.21135985096233
Aerospace and Aviation,Automotive,62.20866422670235
Automotive,Aerospace and Aviation,62.20866422670235
Instrumentation,Construction,62.17383555536996
Construction,Instrumentation,62.17383555536996
Electronics,Healthcare,62.14153674974391
Healthcare,Electronics,62.14153674974391
BFSI,Leather,62.12572093054501
Leather,BFSI,62.12572093054501
Instrumentation,Cross Sectoral,62.10551918534501
Cross Sectoral,Instrumentation,62.10551918534501
Leather,Aerospace and Aviation,62.09205559180055
Aerospace and Aviation,Leather,62.09205559180055
Infrastructure Equipment,Wood & Carpentry,62.091703661072124
Wood & Carpentry,Infrastructure Equipment,62.091703661072124
Rubber,PwD,62.079457029600675
PwD,Rubber,62.079457029600675
Apparel,Capital Goods,62.05813410907762
Capital Goods,Apparel,62.05813410907762
Plumbing,Retail,62.054358605847106
Retail,Plumbing,62.054358605847106
"Water Supply, Sewerage, Waste Management & Remediation activities",Rubber,62.03785773414491
Rubber,"Water Supply, Sewerage, Waste Management & Remediation activities",62.03785773414491
Hydrocarbon,Rubber,62.01469130669007
Rubber,Hydrocarbon,62.01469130669007
Aerospace and Aviation,Iron and Steel,62.00547011896651
Iron and Steel,Aerospace and Aviation,62.00547011896651
Information Technology Sector,Mining,61.99983358793632
Mining,Information Technology Sector,61.99983358793632
Aerospace and Aviation,Healthcare,61.98711415312391
Healthcare,Aerospace and Aviation,61.98711415312391
Textile,Apparel,61.969995563188874
Apparel,Textile,61.969995563188874
Food Processing,Management,61.96749623247289
Management,Food Processing,61.96749623247289
Cross Sectoral,Infrastructure Equipment,61.96526104167184
Infrastructure Equipment,Cross Sectoral,61.96526104167184
BFSI,Electronics,61.96378063156529
Electronics,BFSI,61.96378063156529
Electronics,Hydrocarbon,61.91858083521111
Hydrocarbon,Electronics,61.91858083521111
Domestic Workers,Rubber,61.91777602323821
Rubber,Domestic Workers,61.91777602323821
Electronics,Plumbing,61.91722062003252
Plumbing,Electronics,61.91722062003252
Textile,Food Processing,61.89654912937544
Food Processing,Textile,61.89654912937544
Tourism & Hospitality,Media & Entertainment,61.87874132363429
Media & Entertainment,Tourism & Hospitality,61.87874132363429
BFSI,Cross Sectoral,61.87737483353623
Cross Sectoral,BFSI,61.87737483353623
Iron and Steel,Information Technology Sector,61.868022334259145
Information Technology Sector,Iron and Steel,61.868022334259145
Aerospace and Aviation,Hydrocarbon,61.86570607967835
Hydrocarbon,Aerospace and Aviation,61.86570607967835
Mining,Capital Goods,61.832831590648276
Capital Goods,Mining,61.832831590648276
Plumbing,Rubber,61.82840509004946
Rubber,Plumbing,61.82840509004946
Media & Entertainment,Capital Goods & Manufacturing,61.820459987111754
Capital Goods & Manufacturing,Media & Entertainment,61.820459987111754
Management,Hydrocarbon,61.810451034024354
Hydrocarbon,Management,61.810451034024354
Handicrafts and Carpet,Textile,61.80900892700232
Textile,Handicrafts and Carpet,61.80900892700232
Agriculture,Wood & Carpentry,61.80131350596035
Wood & Carpentry,Agriculture,61.80131350596035
Plumbing,Handicrafts and Carpet,61.78573197419052
Handicrafts and Carpet,Plumbing,61.78573197419052
Media & Entertainment,Information Technology Sector,61.7836888663442
Information Technology Sector,Media & Entertainment,61.7836888663442
Aerospace and Aviation,Green Jobs,61.76340072613852
Green Jobs,Aerospace and Aviation,61.76340072613852
Instrumentation,Handicrafts and Carpet,61.73723605316981
Handicrafts and Carpet,Instrumentation,61.73723605316981
BFSI,Iron and Steel,61.7350242391103
Iron and Steel,BFSI,61.7350242391103
Capital Goods,Food Processing,61.7222992689188
Food Processing,Capital Goods,61.7222992689188
Retail,Construction,61.69098085985631
Construction,Retail,61.69098085985631
Hydrocarbon,Information Technology Sector,61.65314948186601
Information Technology Sector,Hydrocarbon,61.65314948186601
Rubber,Instrumentation,61.649783001451226
Instrumentation,Rubber,61.649783001451226
Life Sciences,Rubber,61.58560119628735
Rubber,Life Sciences,61.58560119628735
